what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1406900930594
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1406900930594
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1406900930594
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1406900930594
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1406900930594
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1406900930594
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1406900930594
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1406900930594
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1406900930595
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1406900930595
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1406900930595
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1406900930595
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1406900930595
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1406900930595
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1406900930595
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1406900930595
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1406900930595
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1406900930595
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1406900930595
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1406900930595
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1406900930595
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1406900930595
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1406900930595
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1406900930595
os,sysinfo,,,"win32",1406900930598
arch,sysinfo,,,"x86_64",1406900930598
ws,sysinfo,,,"win32",1406900930598
locale,sysinfo,,,"pt_BR",1406900930598
processors,sysinfo,,,"4",1406900930598
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1406900930598
java.runtime.version,sysinfo,,,"1.6.0_25-b06",1406900930598
java.specification.name,sysinfo,,,"Java Platform API Specification",1406900930598
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1406900930598
java.specification.version,sysinfo,,,"1.6",1406900930598
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1406900930598
java.version,sysinfo,,,"1.6.0_25",1406900930598
java.vm.info,sysinfo,,,"mixed mode",1406900930598
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1406900930598
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1406900930598
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1406900930598
java.vm.specification.version,sysinfo,,,"1.0",1406900930598
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1406900930598
java.vm.version,sysinfo,,,"20.0-b11",1406900930598
error,log,,,"Unable to create view ID ch.usi.inf.seahawk.views.IssueView: Plug-in ch.usi.inf.seahawk was unable to load class ch.usi.inf.seahawk.views.IssueView.",1406900931614
opened,view,org.eclipse.ui,3.7.0.v20110928-1505,"ch.usi.inf.seahawk.views.IssueView",1406900931619
activated,view,org.eclipse.ui,3.7.0.v20110928-1505,"ch.usi.inf.seahawk.views.IssueView",1406900931628
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1406900932601
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"ch.usi.inf.seahawk.views.IssueView",1406900932605
error,log,,,"Unable to create view ID ch.usi.inf.seahawk.views.SnippetView: Plug-in ch.usi.inf.seahawk was unable to load class ch.usi.inf.seahawk.views.SnippetView.",1406900933644
opened,view,org.eclipse.ui,3.7.0.v20110928-1505,"ch.usi.inf.seahawk.views.SnippetView",1406900933658
activated,perspective,org.eclipse.ui.ide.application,,"org.eclipse.ui.resourcePerspective",1406901025082
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1406901025085
started,bundle,ch.usi.inf.seahawk,1.0.0,"ch.usi.inf.seahawk",1406901025089
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1406901025092
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1406901025094
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1406901025096
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1406901025101
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1406901025103
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1406901025107
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1406901025108
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1406901025110
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1406901025113
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1406901025115
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1406901025118
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1406901025119
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1406901025120
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1406901025120
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1406901025121
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1406901025122
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1406901025123
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1406901025124
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1406901025124
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1406901025125
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1406901025125
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1406901025126
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1406901025126
