what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1407238591799
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1407238591799
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1407238591800
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1407238591801
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1407238591801
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1407238591802
started,bundle,ch.usi.inf.seahawk,1.0.0,"ch.usi.inf.seahawk",1407238591803
os,sysinfo,,,"win32",1407238591806
arch,sysinfo,,,"x86_64",1407238591806
ws,sysinfo,,,"win32",1407238591806
locale,sysinfo,,,"pt_BR",1407238591806
processors,sysinfo,,,"4",1407238591806
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1407238591806
java.runtime.version,sysinfo,,,"1.6.0_25-b06",1407238591806
java.specification.name,sysinfo,,,"Java Platform API Specification",1407238591806
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1407238591806
java.specification.version,sysinfo,,,"1.6",1407238591806
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1407238591806
java.version,sysinfo,,,"1.6.0_25",1407238591806
java.vm.info,sysinfo,,,"mixed mode",1407238591806
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1407238591806
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1407238591806
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1407238591806
java.vm.specification.version,sysinfo,,,"1.0",1407238591806
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1407238591806
activated,perspective,org.eclipse.ui.ide.application,,"org.eclipse.ui.resourcePerspective",1407238671030
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1407238671031
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1407238671032
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1407238671032
started,bundle,org.eclipse.cdt.codan.core,1.0.0.201102110609,"org.eclipse.cdt.codan.core",1407238671033
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201102110609,"org.eclipse.cdt.codan.core.cxx",1407238671033
started,bundle,org.eclipse.cdt.codan.ui.cxx,1.0.0.201102110609,"org.eclipse.cdt.codan.ui.cxx",1407238671035
started,bundle,org.eclipse.cdt.core,5.2.1.201102110609,"org.eclipse.cdt.core",1407238671036
started,bundle,org.eclipse.cdt.core.tests,5.2.1.201102110609,"org.eclipse.cdt.core.tests",1407238671037
started,bundle,org.eclipse.cdt.make.core,7.0.1.201102110609,"org.eclipse.cdt.make.core",1407238671038
started,bundle,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.ui",1407238671038
started,bundle,org.eclipse.cdt.managedbuilder.core,7.0.2.201102110609,"org.eclipse.cdt.managedbuilder.core",1407238671040
started,bundle,org.eclipse.cdt.scripting,1.0.0.201102110609,"org.eclipse.cdt.scripting",1407238671040
started,bundle,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui",1407238671041
